ID	event	date
P33	E	2023-12-03
P33	N	2023-12-16
P33	I	2023-12-16
P33	N	2023-12-20
P33	Z	2023-12-23
P33	V	2023-12-24
P33	J	2023-12-28
P34	G	2023-01-05
P34	I	2023-01-12
P34	J	2023-01-19
P34	D	2023-01-23
P34	S	2023-01-24
P34	Q	2023-01-27
P34	B	2023-02-05
P34	Q	2023-02-26
P34	R	2023-03-04
P34	G	2023-03-07
P34	H	2023-03-10
P34	F	2023-03-15
P34	L	2023-03-31
P34	V	2023-05-22
P34	P	2023-05-29
P34	K	2023-05-29
P34	A	2023-06-05
P34	E	2023-06-09
P34	P	2023-07-09
P34	R	2023-07-22
P34	L	2023-07-24
P34	G	2023-07-30
P34	Q	2023-07-31
P34	G	2023-08-01
P34	E	2023-08-04
P34	F	2023-08-18
P34	M	2023-08-23
P34	P	2023-09-17
P34	D	2023-09-17
P34	U	2023-10-01
P34	J	2023-10-04
P34	N	2023-10-16
P34	V	2023-10-31
P34	Y	2023-11-02
P34	Z	2023-11-16
P34	R	2023-11-18
P34	F	2023-11-19
P34	A	2023-11-22
P34	X	2023-12-16
P35	B	2023-01-11
P35	Y	2023-01-22
P35	F	2023-01-27
P35	K	2023-01-30
P35	X	2023-02-16
P35	I	2023-03-12
P35	R	2023-03-26
P35	T	2023-03-27
P35	V	2023-04-18
P35	U	2023-05-04
P35	D	2023-05-09
P35	Y	2023-05-16
P35	K	2023-05-22
P35	Q	2023-05-29
P35	H	2023-06-07
P35	G	2023-06-22
P35	W	2023-06-30
P35	K	2023-07-03
P35	K	2023-07-09
P35	A	2023-07-31
P35	Y	2023-08-08
P35	E	2023-08-08
P35	J	2023-08-26
P35	V	2023-09-01
P35	L	2023-09-03
P35	Q	2023-09-12
P35	O	2023-09-22
P35	K	2023-09-24
P35	C	2023-09-26
P35	Q	2023-10-22
P35	V	2023-10-23
P35	F	2023-11-20
P35	R	2023-12-11
P35	I	2023-12-22
P35	N	2023-12-23
P36	C	2023-01-25
P36	G	2023-01-25
P36	T	2023-01-28
P36	R	2023-02-09
P36	X	2023-02-10
P36	K	2023-03-19
P36	C	2023-03-20
P36	B	2023-03-29
P36	B	2023-04-16
P36	E	2023-04-18
P36	Y	2023-04-23
P36	E	2023-04-24
P36	A	2023-05-15
P36	R	2023-05-17
P36	T	2023-05-23
P36	H	2023-05-24
P36	A	2023-05-25
P36	Z	2023-05-26
P36	U	2023-06-01
P36	X	2023-06-05
P36	Z	2023-06-15
P36	A	2023-06-15
P36	V	2023-06-23
P36	E	2023-06-29
P36	I	2023-07-21
P36	F	2023-07-23
P36	W	2023-07-23
P36	R	2023-07-25
P36	V	2023-07-29
P36	T	2023-08-06
P36	V	2023-09-02
P36	M	2023-09-13
P36	G	2023-09-17
P36	Y	2023-09-19
P36	C	2023-09-19
P36	I	2023-09-23
P36	P	2023-10-10
P36	Q	2023-10-19
P36	A	2023-10-22
P36	V	2023-10-25
P36	P	2023-10-29
P36	T	2023-10-31
P36	N	2023-11-16
P36	A	2023-11-27
P36	V	2023-12-08
P36	L	2023-12-12
P36	U	2023-12-26
P37	K	2023-01-01
P37	G	2023-01-27
P37	F	2023-02-09
P37	I	2023-02-12
P37	G	2023-02-20
P37	V	2023-02-23
P37	O	2023-02-27
P37	M	2023-03-11
P37	W	2023-03-24
P37	M	2023-03-25
P37	F	2023-03-28
P37	L	2023-04-01
P37	T	2023-04-10
P37	R	2023-04-25
P37	M	2023-05-02
P37	C	2023-05-04
P37	A	2023-05-06
P37	F	2023-05-15
P37	B	2023-06-04
P37	D	2023-06-07
P37	N	2023-07-16
P37	V	2023-08-06
P37	K	2023-08-12
P37	L	2023-08-13
P37	G	2023-08-24
P37	M	2023-08-28
P37	A	2023-09-09
P37	N	2023-09-11
P37	F	2023-09-15
P37	D	2023-09-16
P37	D	2023-09-19
P37	A	2023-09-28
P37	X	2023-10-14
P37	D	2023-11-03
P37	G	2023-11-09
P37	E	2023-11-29
P37	K	2023-12-03
P37	W	2023-12-03
P37	H	2023-12-03
P37	C	2023-12-13
P37	E	2023-12-22
P38	E	2023-01-22
P38	W	2023-02-02
P38	D	2023-02-04
P38	B	2023-02-11
P38	W	2023-02-14
P38	M	2023-02-17
P38	M	2023-02-17
P38	W	2023-02-21
P38	T	2023-02-21
P38	R	2023-03-05
P38	H	2023-03-10
P38	A	2023-03-24
P38	M	2023-04-24
P38	H	2023-04-28
P38	N	2023-05-01
P38	H	2023-05-12
P38	Q	2023-05-26
P38	V	2023-05-29
P38	P	2023-06-02
P38	U	2023-06-14
P38	Q	2023-06-21
P38	B	2023-06-24
P38	Z	2023-07-09
P38	W	2023-07-14
P38	L	2023-08-04
P38	F	2023-08-22
P38	H	2023-09-11
P38	Z	2023-09-15
P38	X	2023-10-01
P38	W	2023-10-02
P38	G	2023-10-08
P38	Q	2023-10-12
P38	S	2023-10-13
P38	R	2023-11-01
P38	L	2023-11-14
P38	D	2023-11-26
P38	O	2023-11-29
P38	B	2023-11-29
P38	I	2023-12-03
P38	Z	2023-12-09
P38	Y	2023-12-10
P38	L	2023-12-28
P39	F	2023-01-18
P39	Y	2023-01-21
P39	E	2023-02-01
P39	X	2023-02-02
P39	W	2023-02-06
P39	E	2023-03-12
P39	L	2023-03-12
P39	F	2023-03-19
P39	B	2023-03-23
P39	A	2023-04-04
P39	D	2023-04-12
P39	L	2023-04-19
P39	K	2023-04-27
P39	B	2023-04-28
P39	F	2023-05-04
P39	C	2023-05-27
P39	F	2023-06-12
P39	K	2023-06-19
P39	I	2023-06-23
P39	A	2023-07-06
P39	B	2023-08-01
P39	Y	2023-08-17
P39	Z	2023-08-18
P39	W	2023-08-20
P39	A	2023-09-20
P39	Z	2023-09-25
P39	O	2023-10-05
P39	G	2023-10-09
P39	S	2023-10-14
P39	F	2023-10-31
P39	C	2023-11-24
P39	C	2023-11-27
P39	L	2023-12-01
P39	V	2023-12-06
P39	W	2023-12-10
P39	K	2023-12-23
P40	N	2023-01-17
P40	B	2023-01-25
P40	R	2023-01-28
P40	M	2023-02-01
P40	Y	2023-02-05
P40	U	2023-02-10
P40	A	2023-02-14
P40	P	2023-02-27
P40	X	2023-03-04
P40	A	2023-03-29
P40	T	2023-04-04
P40	D	2023-04-05
P40	H	2023-04-09
P40	K	2023-04-17
P40	B	2023-04-26
P40	I	2023-05-05
P40	D	2023-05-13
P40	H	2023-05-22
P40	C	2023-05-28
P40	F	2023-06-08
P40	Z	2023-06-10
P40	B	2023-07-14
P40	P	2023-07-17
P40	V	2023-07-30
P40	F	2023-08-07
P40	L	2023-09-19
P40	J	2023-09-27
P40	Y	2023-10-18
P40	R	2023-10-20
P40	K	2023-11-16
P40	P	2023-11-18
P40	A	2023-11-20
P40	O	2023-11-22
P40	F	2023-12-06
P40	Q	2023-12-26
P41	J	2023-01-07
P41	P	2023-01-17
P41	M	2023-02-08
P41	Y	2023-02-25
P41	L	2023-02-26
P41	D	2023-04-27
P41	Q	2023-06-03
P41	M	2023-06-14
P41	J	2023-06-18
P41	O	2023-07-01
P41	U	2023-07-16
P41	F	2023-08-13
P41	I	2023-08-25
P41	Z	2023-08-28
P41	N	2023-10-10
P41	R	2023-10-11
P41	J	2023-10-27
P41	L	2023-10-27
P41	V	2023-10-29
P41	I	2023-10-31
P41	O	2023-11-28
P41	X	2023-12-20
P42	I	2023-01-04
P42	I	2023-01-04
P42	J	2023-01-11
P42	S	2023-03-20
P42	U	2023-03-27
P42	U	2023-04-20
P42	K	2023-04-22
P42	X	2023-04-26
P42	G	2023-04-30
P42	I	2023-04-30
P42	P	2023-05-07
P42	U	2023-05-18
P42	H	2023-05-20
P42	A	2023-05-24
P42	X	2023-05-27
P42	V	2023-06-11
P42	N	2023-07-21
P42	R	2023-07-30
P42	L	2023-08-05
P42	K	2023-08-07
P42	P	2023-08-13
P42	A	2023-08-14
P42	C	2023-09-20
P42	F	2023-09-29
P42	N	2023-10-08
P42	M	2023-10-11
P42	Y	2023-10-19
P42	U	2023-11-10
P42	J	2023-11-10
P42	I	2023-11-14
P42	T	2023-11-22
P42	W	2023-11-25
P42	H	2023-11-30
P42	P	2023-12-12
P42	K	2023-12-20
P43	W	2023-02-11
P43	K	2023-02-18
P43	Y	2023-02-26
P43	S	2023-03-23
P43	A	2023-03-27
P43	U	2023-04-07
P43	F	2023-04-21
P43	J	2023-05-27
P43	W	2023-06-06
P43	U	2023-06-11
P43	V	2023-06-23
P43	U	2023-07-05
P43	N	2023-07-17
P43	P	2023-07-23
P43	K	2023-08-08
P43	Z	2023-08-18
P43	U	2023-08-19
P43	Q	2023-09-01
P43	O	2023-09-02
P43	J	2023-09-04
P43	W	2023-09-10
P43	E	2023-09-14
P43	T	2023-09-28
P43	D	2023-11-19
P43	T	2023-12-16
P44	H	2023-01-01
P44	M	2023-01-24
P44	O	2023-01-27
P44	V	2023-01-31
P44	I	2023-02-11
P44	E	2023-02-28
P44	X	2023-03-24
P44	D	2023-05-18
P44	D	2023-06-05
P44	D	2023-06-06
P44	N	2023-06-23
P44	V	2023-06-24
P44	V	2023-06-27
P44	V	2023-07-13
P44	G	2023-07-31
P44	M	2023-08-12
P44	N	2023-09-06
P44	O	2023-09-07
P44	R	2023-09-27
P44	H	2023-10-09
P44	K	2023-10-10
P44	G	2023-11-04
P44	E	2023-11-28
P45	Q	2023-01-05
P45	I	2023-01-15
P45	M	2023-01-31
P45	K	2023-02-07
P45	A	2023-02-15
P45	R	2023-03-02
P45	F	2023-03-15
P45	N	2023-03-27
P45	U	2023-03-31
P45	Q	2023-04-12
P45	W	2023-06-02
P45	A	2023-07-16
P45	E	2023-07-25
P45	R	2023-08-21
P45	Q	2023-08-21
P45	I	2023-08-23
P45	T	2023-09-03
P45	Z	2023-09-21
P45	A	2023-09-30
P45	Z	2023-10-05
P45	B	2023-10-29
P45	I	2023-10-30
P45	X	2023-11-05
P45	V	2023-11-25
P45	D	2023-12-03
P45	Y	2023-12-05
P45	P	2023-12-10
P45	C	2023-12-19
P45	J	2023-12-24
P45	Y	2023-12-31
P46	L	2023-01-16
P46	S	2023-01-24
P46	T	2023-01-31
P46	H	2023-02-06
P46	F	2023-02-12
P46	A	2023-02-27
P46	L	2023-03-12
P46	W	2023-04-04
P46	H	2023-04-11
P46	G	2023-04-28
P46	M	2023-05-16
P46	F	2023-05-17
P46	W	2023-05-21
P46	P	2023-06-02
P46	T	2023-07-15
P46	S	2023-07-27
P46	X	2023-07-28
P46	M	2023-08-10
P46	J	2023-08-15
P46	X	2023-08-17
P46	F	2023-08-20
P46	M	2023-09-16
P46	E	2023-09-16
P46	F	2023-09-17
P46	N	2023-09-19
P46	W	2023-10-04
P46	I	2023-10-07
P46	E	2023-10-10
P46	J	2023-10-20
P46	E	2023-10-23
P46	X	2023-10-26
P46	W	2023-11-07
P46	S	2023-11-12
P46	F	2023-11-22
P46	H	2023-11-23
P46	S	2023-12-02
P46	B	2023-12-03
P46	I	2023-12-03
P46	F	2023-12-05
P46	F	2023-12-13
P46	F	2023-12-14
P46	I	2023-12-18
P46	K	2023-12-22
P47	S	2023-01-04
P47	L	2023-01-14
P47	Z	2023-01-23
P47	W	2023-01-26
P47	L	2023-02-08
P47	O	2023-02-12
P47	Z	2023-02-19
P47	C	2023-02-23
P47	X	2023-03-04
P47	G	2023-03-05
P47	U	2023-04-03
P47	W	2023-05-05
P47	W	2023-05-11
P47	O	2023-05-18
P47	I	2023-05-30
P47	W	2023-06-02
P47	F	2023-06-20
P47	J	2023-06-21
P47	L	2023-06-30
P47	X	2023-07-05
P47	P	2023-07-08
P47	X	2023-07-10
P47	E	2023-07-10
P47	U	2023-07-23
P47	B	2023-08-19
P47	W	2023-08-30
P47	L	2023-09-02
P47	C	2023-09-11
P47	W	2023-10-01
P47	J	2023-10-03
P47	U	2023-11-05
P47	P	2023-11-15
P47	N	2023-11-19
P47	P	2023-11-22
P47	F	2023-11-26
P47	V	2023-12-06
P47	A	2023-12-13
P47	T	2023-12-15
P47	J	2023-12-15
P48	D	2023-01-05
P48	V	2023-01-15
P48	J	2023-01-31
P48	U	2023-02-01
P48	Y	2023-02-08
P48	D	2023-02-19
P48	D	2023-02-22
P48	S	2023-02-27
P48	U	2023-03-01
P48	X	2023-03-03
P48	S	2023-03-16
P48	P	2023-03-27
P48	O	2023-03-27
P48	Z	2023-04-02
P48	X	2023-04-19
P48	A	2023-04-27
P48	N	2023-05-03
P48	L	2023-05-07
P48	W	2023-05-13
P48	U	2023-05-13
P48	N	2023-05-15
P48	F	2023-05-21
P48	H	2023-05-26
P48	K	2023-06-14
P48	S	2023-07-07
P48	Y	2023-07-11
P48	J	2023-07-13
P48	X	2023-07-22
P48	P	2023-08-03
P48	D	2023-08-03
P48	H	2023-08-17
P48	F	2023-08-30
P48	G	2023-08-31
P48	Q	2023-08-31
P48	A	2023-09-05
P48	G	2023-09-07
P48	A	2023-09-11
P48	Y	2023-09-12
P48	S	2023-10-01
P48	S	2023-10-11
P48	V	2023-10-29
P48	J	2023-11-24
P48	D	2023-11-29
P48	X	2023-12-12
P48	E	2023-12-14
P48	T	2023-12-20
P48	C	2023-12-25
P49	A	2023-01-14
P49	R	2023-01-20
P49	U	2023-01-26
P49	R	2023-01-31
P49	G	2023-02-27
P49	J	2023-02-27
P49	A	2023-03-08
P49	A	2023-03-10
P49	U	2023-03-12
P49	B	2023-03-30
P49	G	2023-04-07
P49	F	2023-04-22
P49	Q	2023-04-25
P49	D	2023-04-26
P49	C	2023-05-01
P49	U	2023-05-02
P49	N	2023-05-06
P49	W	2023-05-09
P49	G	2023-05-25
P49	L	2023-06-04
P49	J	2023-06-30
P49	R	2023-07-13
P49	C	2023-07-15
P49	H	2023-08-01
P49	B	2023-08-16
P49	Z	2023-08-17
P49	R	2023-08-19
P49	Y	2023-08-19
P49	Q	2023-08-24
P49	V	2023-09-07
P49	G	2023-09-11
P49	Y	2023-09-27
P49	U	2023-10-18
P49	M	2023-10-30
P49	W	2023-11-05
P49	O	2023-11-13
P49	T	2023-11-21
P49	I	2023-11-25
P49	K	2023-12-20
P49	Z	2023-12-20
P50	N	2023-01-15
P50	L	2023-01-17
P50	M	2023-01-21
P50	Q	2023-02-01
P50	K	2023-02-08
P50	G	2023-02-14
P50	T	2023-03-14
P50	L	2023-03-21
P50	Z	2023-04-14
P50	K	2023-04-30
P50	K	2023-05-03
P50	M	2023-05-05
P50	M	2023-05-09
P50	N	2023-05-27
P50	Z	2023-06-01
P50	R	2023-06-04
P50	U	2023-06-23
P50	Q	2023-06-23
P50	U	2023-06-24
P50	B	2023-06-28
P50	A	2023-07-12
P50	K	2023-07-13
P50	C	2023-08-03
P50	E	2023-08-19
P50	N	2023-08-22
P50	T	2023-08-27
P50	Z	2023-08-29
P50	P	2023-09-10
P50	E	2023-09-25
P50	D	2023-10-04
P50	E	2023-10-18
P50	X	2023-10-30
P50	I	2023-11-03
P50	L	2023-11-17
P50	U	2023-11-17
P50	U	2023-11-24
P50	X	2023-12-03
P51	Q	2023-01-09
P51	P	2023-01-10
P51	N	2023-03-03
P51	J	2023-03-26
P51	P	2023-04-11
P51	U	2023-04-12
P51	I	2023-04-15
P51	L	2023-04-20
P51	I	2023-04-21
P51	S	2023-04-24
P51	A	2023-04-27
P51	J	2023-05-02
P51	V	2023-06-02
P51	K	2023-06-05
P51	W	2023-06-13
P51	I	2023-06-20
P51	E	2023-07-12
P51	X	2023-07-22
P51	Z	2023-08-09
P51	W	2023-08-17
P51	X	2023-08-18
P51	J	2023-08-27
P51	M	2023-09-12
P51	G	2023-09-13
P51	V	2023-09-24
P51	N	2023-09-30
P51	Y	2023-10-02
P51	H	2023-10-23
P51	W	2023-11-06
P51	B	2023-12-05
P51	J	2023-12-24
P51	B	2023-12-31
P52	E	2023-01-01
P52	P	2023-01-16
P52	J	2023-01-19
P52	J	2023-01-19
P52	U	2023-01-23
P52	U	2023-01-31
P52	S	2023-02-11
P52	J	2023-02-13
P52	I	2023-02-21
P52	Z	2023-02-25
P52	M	2023-04-17
P52	B	2023-04-22
P52	U	2023-05-02
P52	Q	2023-05-10
P52	R	2023-05-16
P52	V	2023-05-26
P52	F	2023-06-15
P52	R	2023-06-15
P52	M	2023-06-17
P52	L	2023-07-06
P52	C	2023-07-24
P52	K	2023-07-27
P52	L	2023-08-05
P52	K	2023-08-12
P52	L	2023-08-17
P52	X	2023-08-31
P52	A	2023-09-16
P52	Y	2023-10-12
P52	L	2023-11-03
P52	J	2023-11-05
P52	A	2023-11-05
P52	Z	2023-11-07
P52	E	2023-12-05
P52	K	2023-12-11
P52	Y	2023-12-22
P53	H	2023-01-12
P53	O	2023-01-15
P53	G	2023-01-16
P53	N	2023-01-16
P53	E	2023-01-27
P53	O	2023-01-31
P53	O	2023-02-24
P53	A	2023-03-02
P53	N	2023-03-06
P53	A	2023-03-14
P53	D	2023-03-17
P53	U	2023-04-07
P53	L	2023-04-20
P53	V	2023-04-30
P53	L	2023-05-17
P53	D	2023-05-18
P53	E	2023-05-23
P53	G	2023-06-06
P53	U	2023-06-27
P53	D	2023-07-26
P53	J	2023-09-14
P53	K	2023-09-17
P53	G	2023-09-18
P53	E	2023-09-23
P53	U	2023-10-31
P53	A	2023-11-02
P53	N	2023-11-12
P53	U	2023-11-30
P54	G	2023-01-04
P54	A	2023-01-13
P54	E	2023-01-15
P54	F	2023-01-16
P54	P	2023-01-18
P54	R	2023-02-05
P54	K	2023-02-06
P54	F	2023-02-13
P54	V	2023-02-13
P54	T	2023-02-13
P54	K	2023-02-17
P54	X	2023-02-19
P54	S	2023-02-28
P54	Y	2023-03-01
P54	T	2023-03-07
P54	A	2023-03-20
P54	O	2023-03-22
P54	O	2023-03-26
P54	H	2023-04-20
P54	E	2023-05-17
P54	N	2023-05-19
P54	H	2023-05-27
P54	E	2023-06-13
P54	J	2023-07-12
P54	B	2023-07-16
P54	P	2023-08-09
P54	G	2023-08-12
P54	J	2023-08-17
P54	W	2023-08-23
P54	P	2023-09-25
P54	V	2023-10-03
P54	U	2023-10-28
P54	T	2023-10-30
P54	T	2023-11-12
P54	T	2023-11-29
P54	X	2023-12-08
P54	P	2023-12-26
P54	R	2023-12-29
P54	P	2023-12-30
P55	A	2023-01-06
P55	F	2023-01-15
P55	J	2023-02-04
P55	O	2023-02-18
P55	T	2023-02-22
P55	Z	2023-03-01
P55	Z	2023-06-04
P55	J	2023-06-05
P55	K	2023-06-06
P55	J	2023-06-18
P55	I	2023-07-24
P55	P	2023-07-30
P55	L	2023-08-28
P55	P	2023-08-28
P55	N	2023-09-05
P55	Y	2023-09-06
P55	U	2023-10-04
P55	L	2023-10-19
P55	B	2023-11-01
P55	C	2023-11-03
P55	X	2023-11-18
P55	B	2023-11-28
P55	Y	2023-12-28
P56	J	2023-01-03
P56	V	2023-01-12
P56	Y	2023-01-23
P56	P	2023-01-26
P56	O	2023-01-29
P56	Z	2023-02-09
P56	B	2023-02-15
P56	G	2023-02-27
P56	K	2023-02-28
P56	G	2023-04-04
P56	G	2023-04-09
P56	W	2023-04-14
P56	C	2023-05-04
P56	D	2023-06-29
P56	L	2023-07-08
P56	T	2023-08-11
P56	M	2023-08-29
P56	F	2023-09-25
P56	Y	2023-09-28
P56	U	2023-10-23
P56	P	2023-10-26
P56	I	2023-11-22
P56	A	2023-11-28
P57	C	2023-01-01
P57	Y	2023-01-01
P57	U	2023-01-12
P57	F	2023-02-10
P57	J	2023-03-10
P57	Q	2023-03-20
P57	N	2023-04-10
P57	V	2023-04-23
P57	L	2023-05-04
P57	I	2023-05-10
P57	U	2023-05-15
P57	V	2023-05-26
P57	K	2023-06-14
P57	L	2023-06-17
P57	T	2023-06-26
P57	G	2023-06-28
P57	L	2023-07-22
P57	L	2023-08-26
P57	S	2023-08-27
P57	B	2023-08-31
P57	U	2023-10-08
P57	Q	2023-10-19
P57	A	2023-10-30
P57	I	2023-11-13
P57	B	2023-12-11
P57	Q	2023-12-15
P57	H	2023-12-22
P57	P	2023-12-30
P58	N	2023-01-15
P58	A	2023-01-16
P58	W	2023-01-21
P58	W	2023-01-22
P58	A	2023-01-25
P58	O	2023-01-28
P58	N	2023-01-30
P58	E	2023-02-06
P58	P	2023-02-23
P58	Z	2023-03-01
P58	Z	2023-03-23
P58	O	2023-04-16
P58	P	2023-05-13
P58	N	2023-06-06
P58	T	2023-06-30
P58	Z	2023-06-30
P58	J	2023-07-23
P58	Z	2023-08-01
P58	H	2023-08-23
P58	M	2023-09-09
P58	Q	2023-09-15
P58	E	2023-09-21
P58	S	2023-10-14
P58	D	2023-11-24
P58	A	2023-12-09
P58	Z	2023-12-13
P58	D	2023-12-22
P59	B	2023-01-03
P59	F	2023-01-14
P59	V	2023-01-26
P59	N	2023-02-02
P59	K	2023-02-19
P59	Y	2023-03-08
P59	H	2023-03-26
P59	B	2023-04-03
P59	G	2023-04-05
P59	F	2023-04-30
P59	H	2023-05-10
P59	V	2023-05-14
P59	A	2023-06-05
P59	F	2023-06-06
P59	S	2023-06-16
P59	A	2023-06-20
P59	V	2023-06-23
P59	J	2023-06-27
P59	Z	2023-08-09
P59	G	2023-08-09
P59	D	2023-08-10
P59	R	2023-08-14
P59	T	2023-08-29
P59	G	2023-09-02
P59	I	2023-09-16
P59	A	2023-09-16
P59	Y	2023-10-06
P59	N	2023-10-15
P59	Z	2023-10-28
P59	O	2023-11-02
P59	L	2023-11-09
P59	O	2023-11-10
P59	O	2023-11-12
P59	F	2023-11-15
P59	V	2023-12-08
P59	W	2023-12-12
P59	J	2023-12-16
P59	V	2023-12-31
P60	Y	2023-01-08
P60	L	2023-01-19
P60	F	2023-01-22
P60	L	2023-01-23
P60	Z	2023-02-21
P60	O	2023-04-01
P60	N	2023-04-06
P60	I	2023-04-07
P60	L	2023-04-15
P60	V	2023-04-22
P60	N	2023-04-23
P60	R	2023-04-28
P60	I	2023-05-09
P60	O	2023-06-04
P60	M	2023-06-10
P60	P	2023-06-27
P60	V	2023-06-30
P60	V	2023-07-18
P60	V	2023-08-09
P60	N	2023-08-13
P60	J	2023-09-06
P60	U	2023-09-24
P60	I	2023-10-24
P60	S	2023-10-31
P60	X	2023-12-25
P61	S	2023-01-15
P61	U	2023-02-22
P61	F	2023-03-19
P61	F	2023-03-27
P61	O	2023-03-29
P61	F	2023-04-21
P61	N	2023-04-23
P61	A	2023-04-25
P61	I	2023-04-28
P61	S	2023-04-30
P61	J	2023-05-03
P61	R	2023-05-17
P61	W	2023-05-27
P61	I	2023-06-05
P61	B	2023-06-06
P61	S	2023-06-11
P61	K	2023-07-06
P61	E	2023-07-08
P61	A	2023-07-12
P61	O	2023-07-19
P61	L	2023-07-28
P61	M	2023-08-02
P61	K	2023-08-14
P61	Y	2023-08-21
P61	B	2023-08-27
P61	Y	2023-09-03
P61	F	2023-09-08
P61	I	2023-09-15
P61	X	2023-09-18
P61	Q	2023-09-23
P61	Q	2023-10-04
P61	Y	2023-10-08
P61	G	2023-10-09
P61	A	2023-11-18
P61	P	2023-11-19
P61	U	2023-12-12
P61	P	2023-12-16
P61	A	2023-12-21
P61	Z	2023-12-23
P61	E	2023-12-31
P61	E	2023-12-31
P62	Z	2023-02-07
P62	G	2023-02-27
P62	O	2023-02-28
P62	R	2023-03-02
P62	N	2023-03-04
P62	B	2023-03-14
P62	T	2023-03-18
P62	P	2023-04-08
P62	W	2023-04-20
P62	W	2023-04-28
P62	T	2023-04-29
P62	I	2023-08-13
P62	H	2023-08-23
P62	O	2023-10-02
P62	J	2023-10-06
P62	S	2023-10-07
P62	H	2023-10-31
P62	G	2023-11-01
P62	E	2023-11-03
P62	R	2023-11-12
P62	G	2023-12-12
P63	R	2023-01-11
P63	K	2023-01-15
P63	I	2023-01-19
P63	V	2023-01-19
P63	H	2023-01-19
P63	M	2023-02-04
P63	K	2023-02-23
P63	Q	2023-02-27
P63	F	2023-03-06
P63	K	2023-03-16
P63	U	2023-03-20
P63	E	2023-03-20
P63	V	2023-03-28
P63	M	2023-04-06
P63	U	2023-05-08
P63	I	2023-05-16
P63	X	2023-05-30
P63	Y	2023-06-07
P63	S	2023-06-14
P63	F	2023-06-15
P63	J	2023-06-19
P63	P	2023-07-06
P63	Q	2023-07-10
P63	A	2023-07-17
P63	A	2023-07-17
P63	L	2023-07-26
P63	Y	2023-08-01
P63	R	2023-08-03
P63	K	2023-08-28
P63	W	2023-09-04
P63	X	2023-09-16
P63	U	2023-10-08
P63	V	2023-10-09
P63	I	2023-10-11
P63	Z	2023-10-13
P63	M	2023-10-27
P63	G	2023-10-29
P63	R	2023-10-30
P63	K	2023-11-12
P63	J	2023-11-13
P63	M	2023-11-14
P63	Q	2023-11-15
P63	A	2023-11-19
P63	A	2023-12-01
P63	T	2023-12-02
P63	H	2023-12-18
P63	L	2023-12-29
P64	Q	2023-01-01
P64	R	2023-01-05
P64	L	2023-01-06
P64	E	2023-01-07
P64	Q	2023-01-18
P64	J	2023-01-27
P64	E	2023-01-29
P64	I	2023-02-25
P64	A	2023-04-02
P64	M	2023-04-02
P64	F	2023-04-02
P64	R	2023-04-29
P64	H	2023-05-14
P64	T	2023-05-20
P64	W	2023-05-26
P64	W	2023-06-04
P64	A	2023-06-06
P64	E	2023-06-11
P64	N	2023-06-13
P64	O	2023-06-30
P64	K	2023-07-06
P64	P	2023-07-08
P64	T	2023-07-31
P64	W	2023-08-06
P64	J	2023-09-08
P64	T	2023-09-15
P64	K	2023-09-18
P64	C	2023-10-04
P64	N	2023-10-05
P64	H	2023-10-13
P64	C	2023-11-12
P64	H	2023-11-14
P64	A	2023-11-23
P64	S	2023-12-07
P64	M	2023-12-31
P65	W	2023-01-01
P65	F	2023-01-01
P65	A	2023-01-02
P65	Z	2023-01-03
P65	M	2023-01-07
P65	T	2023-01-15
P65	H	2023-01-19
P65	Y	2023-02-01
P65	T	2023-03-06
P65	J	2023-03-12
P65	T	2023-03-18
P65	M	2023-03-23
P65	M	2023-03-25
P65	K	2023-05-02
P65	O	2023-05-12
P65	H	2023-05-18
P65	L	2023-05-27
P65	B	2023-06-06
P65	Y	2023-06-11
P65	R	2023-06-18
P65	C	2023-06-24
P65	L	2023-06-26
P65	T	2023-06-30
P65	S	2023-07-02
P65	X	2023-07-04
P65	Q	2023-07-05
P65	N	2023-07-08
P65	J	2023-07-11
P65	P	2023-07-25
P65	R	2023-07-27
P65	T	2023-08-21
P65	J	2023-08-27
P65	G	2023-08-29
P65	S	2023-09-06
P65	J	2023-09-08
P65	Q	2023-09-08
P65	R	2023-09-10
P65	T	2023-09-17
P65	W	2023-10-10
P65	Q	2023-10-24
P65	G	2023-11-04
P65	Q	2023-11-05
P65	R	2023-11-07
P65	Z	2023-11-28
P65	Z	2023-11-28
P65	E	2023-11-30
P65	M	2023-11-30
P65	U	2023-12-01
P66	S	2023-01-03
P66	X	2023-01-12
P66	F	2023-01-22
P66	N	2023-02-14
P66	G	2023-03-05
P66	E	2023-03-07
P66	Y	2023-03-11
P66	A	2023-03-24
P66	U	2023-04-23
P66	L	2023-04-26
P66	V	2023-04-27
P66	Y	2023-05-22
P66	M	2023-05-24
P66	T	2023-06-07
P66	C	2023-06-09
P66	L	2023-06-10
P66	M	2023-06-18
P66	W	2023-06-20
P66	O	2023-06-27
P66	A	2023-07-04
P66	V	2023-07-10
P66	E	2023-07-15
P66	R	2023-07-21
P66	P	2023-07-27
P66	E	2023-08-04
P66	N	2023-08-06
P66	F	2023-08-14
P66	W	2023-08-31
P66	C	2023-09-11
P66	T	2023-09-17
P66	U	2023-09-18
P66	D	2023-09-27
P66	A	2023-09-30
P66	O	2023-09-30
P66	T	2023-09-30
P66	I	2023-10-04
P66	E	2023-10-11
P66	G	2023-10-22
P66	A	2023-11-02
P66	E	2023-11-17
P66	M	2023-11-18
P66	O	2023-11-20
